hcpcs_code,hcpcs_description,year,bene_unique_cnt,line_srvc_cnt
G9002,"Coordinated care fee, maintenance rate",2012,7345.0,49072.0
G9002,"Coordinated care fee, maintenance rate",2013,4968.0,45341.0
G9002,"Coordinated care fee, maintenance rate",2014,4726.0,46786.0
G9002,"Coordinated care fee, maintenance rate",2015,4608.0,46451.0
G9003,"Coordinated care fee, risk adjusted high, initial",2012,363.0,3385.0
G9003,"Coordinated care fee, risk adjusted high, initial",2013,347.0,3491.0
G9003,"Coordinated care fee, risk adjusted high, initial",2014,317.0,3534.0
G9005,"Coordinated care fee, risk adjusted maintenance",2012,19358.0,105211.0
G9005,"Coordinated care fee, risk adjusted maintenance",2013,12750.0,122536.0
G9005,"Coordinated care fee, risk adjusted maintenance",2014,13534.0,125158.0
G9005,"Coordinated care fee, risk adjusted maintenance",2015,7009.0,70531.0
G9008,"Coordinated care fee, physician coordinated care oversight services",2012,667918.0,3616434.0
G9008,"Coordinated care fee, physician coordinated care oversight services",2013,417014.0,4076310.0
G9008,"Coordinated care fee, physician coordinated care oversight services",2014,416875.0,4088198.0
G9008,"Coordinated care fee, physician coordinated care oversight services",2015,391175.0,3734415.0
G9009,"Coordinated care fee, risk adjusted maintenance, level 3",2012,23070.0,125971.0
G9009,"Coordinated care fee, risk adjusted maintenance, level 3",2013,14644.0,137222.0
G9009,"Coordinated care fee, risk adjusted maintenance, level 3",2014,15019.0,133920.0
G9010,"Coordinated care fee, risk adjusted maintenance, level 4",2012,22942.0,126690.0
G9010,"Coordinated care fee, risk adjusted maintenance, level 4",2013,13306.0,129653.0
G9010,"Coordinated care fee, risk adjusted maintenance, level 4",2014,12914.0,117275.0
G9141,Influenza a (h1n1) immunization administration (includes the physician counseling the patient/family),2012,2701.0,2888.0
G9143,"Warfarin responsiveness testing by genetic technique using any method, any number of specimen(s)",2012,211.0,211.0
G9143,"Warfarin responsiveness testing by genetic technique using any method, any number of specimen(s)",2013,371.0,371.0
G9143,"Warfarin responsiveness testing by genetic technique using any method, any number of specimen(s)",2014,203.0,203.0
G9143,"Warfarin responsiveness testing by genetic technique using any method, any number of specimen(s)",2015,348.0,348.0
G9148,Medical home level 1,2012,38150.0,188822.0
G9148,National committee for quality assurance - level 1 medical home,2014,7845.0,75122.0
G9148,National committee for quality assurance - level i medical home,2013,13239.0,103522.0
G9149,Medical home level ii,2012,4412.0,15766.0
G9149,National committee for quality assurance - level 2 medical home,2013,5437.0,45449.0
G9149,National committee for quality assurance - level 2 medical home,2014,3838.0,36073.0
G9150,Medical home level iii,2012,10192.0,38028.0
G9150,National committee for quality assurance - level 3 medical home,2013,9876.0,94802.0
G9150,National committee for quality assurance - level 3 medical home,2014,9982.0,84935.0
G9151,Mapcp demo state,2012,439959.0,2291949.0
G9151,Mapcp demonstration - state provided services,2013,240084.0,2393433.0
G9151,Mapcp demonstration - state provided services,2014,233789.0,2339287.0
G9151,Mapcp demonstration - state provided services,2015,233853.0,2285047.0
G9152,Mapcp demo community,2012,602227.0,3954167.0
G9152,Mapcp demonstration - community health teams,2013,376347.0,3785820.0
G9152,Mapcp demonstration - community health teams,2014,370553.0,3763139.0
G9152,Mapcp demonstration - community health teams,2015,352272.0,3522153.0
G9153,Mapcp demo physician,2012,423706.0,2203008.0
G9153,Mapcp demonstration - physician incentive pool,2013,229898.0,2290889.0
G9153,Mapcp demonstration - physician incentive pool,2014,222986.0,2230296.0
G9153,Mapcp demonstration - physician incentive pool,2015,222279.0,2167568.0
G9157,"Transesophageal doppler measurement of cardiac output (including probe placement, image acquisition, and interpretation per course of treatment) for monitoring purposes",2015,427.0,430.0
G9157,Transesophageal doppler use for cardiac monitoring,2013,249.0,250.0
G9157,Transesophageal doppler use for cardiac monitoring,2014,465.0,467.0
G9187,"Bundled payments for care improvement initiative home visit for patient assessment performed by a qualified health care professional for individuals not considered homebound including, but not limited to, assessment of safety, falls, clinical status, fluid",2014,525.0,534.0
G9187,"Bundled payments for care improvement initiative home visit for patient assessment performed by a qualified health care professional for individuals not considered homebound including, but not limited to, assessment of safety, falls, clinical status, fluid",2015,504.0,508.0
J0129,"Injection, abatacept, 10 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",2012,13916.0,6542956.0
J0129,"Injection, abatacept, 10 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",2013,14166.0,6516736.5
J0129,"Injection, abatacept, 10 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",2014,13484.0,5899959.5
J0129,"Injection, abatacept, 10 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",2015,14647.0,6179291.7
J0130,"Injection abciximab, 10 mg",2012,116.0,378.0
J0130,"Injection abciximab, 10 mg",2013,100.0,323.0
J0130,"Injection abciximab, 10 mg",2014,51.0,249.0
J0130,"Injection abciximab, 10 mg",2015,61.0,230.0
J0131,"Injection, acetaminophen, 10 mg",2012,208.0,11960.0
J0131,"Injection, acetaminophen, 10 mg",2013,424.0,49101.0
J0131,"Injection, acetaminophen, 10 mg",2014,153.0,51276.0
J0131,"Injection, acetaminophen, 10 mg",2015,43.0,41700.0
J0132,"Injection, acetylcysteine, 100 mg",2014,14.0,102.0
J0132,"Injection, acetylcysteine, 100 mg",2015,36.0,284.0
J0133,"Injection, acyclovir, 5 mg",2015,12.0,17901.0
J0150,"Injection, adenosine for therapeutic use,  6 mg (not to be used to report any adenosine phosphate compounds, instead use a9270)",2012,308.0,628.0
J0150,"Injection, adenosine for therapeutic use,  6 mg (not to be used to report any adenosine phosphate compounds, instead use a9270)",2013,322.0,975.0
J0150,"Injection, adenosine for therapeutic use,  6 mg (not to be used to report any adenosine phosphate compounds, instead use a9270)",2014,573.0,1460.0
J0151,"Injection, adenosine for diagnostic use, 1 mg (not to be used to report any adenosine phosphate compounds, instead use a9270)",2014,66671.0,3443592.4
J0152,"Injection, adenosine for diagnostic use, 30 mg (not to be used to report any adenosine phosphate compounds; instead use a9270)",2012,100913.0,222181.2
J0152,"Injection, adenosine for diagnostic use, 30 mg (not to be used to report any adenosine phosphate compounds; instead use a9270)",2013,71156.0,156049.0
J0153,"Injection, adenosine, 1 mg (not to be used to report any adenosine phosphate compounds)",2015,51251.0,2743501.0
J0171,"Injection, adrenalin, epinephrine, 0. 1 mg",2013,2139.0,7897.8
J0171,"Injection, adrenalin, epinephrine, 0.1 mg",2012,2229.0,7513.2
J0171,"Injection, adrenalin, epinephrine, 0.1 mg",2014,1939.0,7967.0
J0171,"Injection, adrenalin, epinephrine, 0.1 mg",2015,1997.0,9747.5
J0178,"Injection, aflibercept, 1 mg",2013,114251.0,1028450.0
J0178,"Injection, aflibercept, 1 mg",2014,139879.0,1243685.0
J0178,"Injection, aflibercept, 1 mg",2015,195270.0,1749677.0
J0180,"Injection, agalsidase beta, 1 mg",2012,31.0,48.0
J0207,"Injection, amifostine, 500 mg",2012,281.0,1014.0
J0207,"Injection, amifostine, 500 mg",2013,247.0,926.0
J0207,"Injection, amifostine, 500 mg",2014,27.0,189.0
J0207,"Injection, amifostine, 500 mg",2015,46.0,329.0
J0210,"Injection, methyldopate  hcl, up to 250 mg",2013,35.0,71.0
J0210,"Injection, methyldopate  hcl, up to 250 mg",2014,94.0,195.0
J0210,"Injection, methyldopate  hcl, up to 250 mg",2015,66.0,174.0
J0256,"Injection, alpha 1 proteinase inhibitor (human), not otherwise specified, 10 mg",2015,11.0,14247.9
J0278,"Injection, amikacin sulfate, 100 mg",2012,526.0,2852.5
J0278,"Injection, amikacin sulfate, 100 mg",2013,807.0,5369.0
J0278,"Injection, amikacin sulfate, 100 mg",2014,1254.0,14512.0
J0278,"Injection, amikacin sulfate, 100 mg",2015,1769.0,16817.5
J0280,"Injection, aminophyllin, up to 250 mg",2012,113370.0,129604.0
J0280,"Injection, aminophyllin, up to 250 mg",2013,61921.0,72675.0
J0280,"Injection, aminophyllin, up to 250 mg",2014,76451.0,88546.0
J0280,"Injection, aminophyllin, up to 250 mg",2015,76514.0,88907.0
J0285,"Injection, amphotericin b, 50 mg",2014,21.0,65.0
J0285,"Injection, amphotericin b, 50 mg",2015,40.0,170.0
J0287,"Injection, amphotericin b lipid complex, 10 mg",2012,289.0,631.0
J0287,"Injection, amphotericin b lipid complex, 10 mg",2013,244.0,535.0
J0287,"Injection, amphotericin b lipid complex, 10 mg",2014,171.0,318.0
J0287,"Injection, amphotericin b lipid complex, 10 mg",2015,250.0,450.0
J0288,"Injection, amphotericin b cholesteryl sulfate complex, 10 mg",2012,54.0,141.0
J0288,"Injection, amphotericin b cholesteryl sulfate complex, 10 mg",2013,36.0,49.0
J0290,"Injection, ampicillin sodium,  500 mg",2012,3680.0,8242.8
J0290,"Injection, ampicillin sodium,  500 mg",2013,2988.0,7538.5
J0290,"Injection, ampicillin sodium,  500 mg",2014,2590.0,5654.0
J0290,"Injection, ampicillin sodium,  500 mg",2015,2178.0,5227.0
J0295,"Injection, ampicillin sodium/sulbactam sodium, per 1. 5 gm",2013,454.0,1087.0
J0295,"Injection, ampicillin sodium/sulbactam sodium, per 1.5 gm",2012,494.0,2064.0
J0295,"Injection, ampicillin sodium/sulbactam sodium, per 1.5 gm",2014,398.0,1066.0
J0295,"Injection, ampicillin sodium/sulbactam sodium, per 1.5 gm",2015,275.0,1781.0
J0360,"Injection, hydralazine hcl, up to 20 mg",2012,293.0,315.0
J0360,"Injection, hydralazine hcl, up to 20 mg",2013,368.0,450.5
J0360,"Injection, hydralazine hcl, up to 20 mg",2014,357.0,439.0
J0360,"Injection, hydralazine hcl, up to 20 mg",2015,142.0,170.0
J0401,"Injection, aripiprazole, extended release, 1 mg",2015,35.0,67.0
J0456,"Injection, azithromycin, 500 mg",2012,443.0,1262.0
J0456,"Injection, azithromycin, 500 mg",2013,433.0,1555.0
J0456,"Injection, azithromycin, 500 mg",2014,492.0,1302.8
J0456,"Injection, azithromycin, 500 mg",2015,368.0,944.0
J0461,"Injection, atropine sulfate, 0. 01 mg",2013,5095.0,453347.0
J0461,"Injection, atropine sulfate, 0.01 mg",2012,6446.0,555324.4
J0461,"Injection, atropine sulfate, 0.01 mg",2014,4470.0,376147.0
J0461,"Injection, atropine sulfate, 0.01 mg",2015,4023.0,369841.0
J0470,"Injection, dimercaprol, per 100 mg",2012,75.0,470.0
J0470,"Injection, dimercaprol, per 100 mg",2013,67.0,671.0
J0470,"Injection, dimercaprol, per 100 mg",2014,63.0,583.0
J0470,"Injection, dimercaprol, per 100 mg",2015,46.0,317.0
J0475,"Injection, baclofen, 10 mg",2012,5192.0,68279.5
J0475,"Injection, baclofen, 10 mg",2013,4522.0,58595.8
J0475,"Injection, baclofen, 10 mg",2014,4535.0,57974.0
J0475,"Injection, baclofen, 10 mg",2015,4624.0,57184.0
J0476,"Injection, baclofen, 50 mcg for intrathecal trial",2012,11.0,11.0
J0476,"Injection, baclofen, 50 mcg for intrathecal trial",2013,13.0,13.0
J0490,"Injection, belimumab, 10 mg",2012,122.0,62695.9
J0490,"Injection, belimumab, 10 mg",2013,122.0,72208.0
J0490,"Injection, belimumab, 10 mg",2014,236.0,106316.0
J0490,"Injection, belimumab, 10 mg",2015,235.0,123579.0
J0500,"Injection, dicyclomine hcl, up to 20 mg",2012,366.0,810.0
J0500,"Injection, dicyclomine hcl, up to 20 mg",2013,323.0,911.0
J0500,"Injection, dicyclomine hcl, up to 20 mg",2014,262.0,745.0
J0500,"Injection, dicyclomine hcl, up to 20 mg",2015,258.0,782.0
J0558,"Injection, penicillin g benzathine and penicillin g procaine, 100,000 units",2012,1126.0,13558.0
J0558,"Injection, penicillin g benzathine and penicillin g procaine, 100,000 units",2013,755.0,9155.0
J0558,"Injection, penicillin g benzathine and penicillin g procaine, 100,000 units",2014,568.0,10934.0
J0558,"Injection, penicillin g benzathine and penicillin g procaine, 100,000 units",2015,536.0,13485.0
J0561,"Injection, penicillin g benzathine, 100,000 units",2012,3317.0,41125.0
J0561,"Injection, penicillin g benzathine, 100,000 units",2013,2349.0,29183.0
J0561,"Injection, penicillin g benzathine, 100,000 units",2014,1962.0,28745.0
J0561,"Injection, penicillin g benzathine, 100,000 units",2015,1798.0,26705.4
J0583,"Injection, bivalirudin, 1 mg",2012,46.0,20500.0
J0583,"Injection, bivalirudin, 1 mg",2013,86.0,37251.0
J0583,"Injection, bivalirudin, 1 mg",2014,129.0,42388.0
J0583,"Injection, bivalirudin, 1 mg",2015,147.0,51955.0
J0585,"Injection, onabotulinumtoxina, 1 unit",2012,43484.0,17597150.9
J0585,"Injection, onabotulinumtoxina, 1 unit",2013,48462.0,19314414.4
J0585,"Injection, onabotulinumtoxina, 1 unit",2014,54918.0,22090997.1
J0585,"Injection, onabotulinumtoxina, 1 unit",2015,60976.0,24799761.8
J0586,"Injection, abobotulinumtoxina, 5 units",2012,857.0,251906.0
J0586,"Injection, abobotulinumtoxina, 5 units",2013,1108.0,377713.0
J0586,"Injection, abobotulinumtoxina, 5 units",2014,1258.0,411034.0
J0586,"Injection, abobotulinumtoxina, 5 units",2015,1289.0,447479.0
J0587,"Injection, rimabotulinumtoxinb, 100 units",2012,1033.0,167451.0
J0587,"Injection, rimabotulinumtoxinb, 100 units",2013,1164.0,180007.0
J0587,"Injection, rimabotulinumtoxinb, 100 units",2014,1088.0,166354.0
J0587,"Injection, rimabotulinumtoxinb, 100 units",2015,1020.0,152048.5
J0588,"Injection, incobotulinumtoxin a, 1 unit",2012,1633.0,551406.0
J0588,"Injection, incobotulinumtoxin a, 1 unit",2013,1649.0,565821.9
J0588,"Injection, incobotulinumtoxin a, 1 unit",2014,1925.0,701164.5
J0588,"Injection, incobotulinumtoxin a, 1 unit",2015,2152.0,806962.5
J0592,"Injection, buprenorphine hydrochloride, 0. 1 mg",2013,734.0,2248.5
J0592,"Injection, buprenorphine hydrochloride, 0.1 mg",2012,1194.0,3106.0
J0592,"Injection, buprenorphine hydrochloride, 0.1 mg",2014,673.0,2064.0
J0592,"Injection, buprenorphine hydrochloride, 0.1 mg",2015,1025.0,2020.0
J0595,"Injection, butorphanol tartrate, 1 mg",2012,152.0,507.0
J0595,"Injection, butorphanol tartrate, 1 mg",2013,305.0,941.5
J0595,"Injection, butorphanol tartrate, 1 mg",2014,485.0,1551.0
J0595,"Injection, butorphanol tartrate, 1 mg",2015,497.0,1761.0
J0600,"Injection, edetate calcium disodium, up to 1000 mg",2012,703.0,13165.5
J0600,"Injection, edetate calcium disodium, up to 1000 mg",2013,862.0,12971.0
J0600,"Injection, edetate calcium disodium, up to 1000 mg",2014,917.0,12771.5
J0600,"Injection, edetate calcium disodium, up to 1000 mg",2015,1041.0,12515.0
J0610,"Injection, calcium gluconate, per 10 ml",2012,5140.0,36356.5
J0610,"Injection, calcium gluconate, per 10 ml",2013,2314.0,17753.0
J0610,"Injection, calcium gluconate, per 10 ml",2014,1967.0,16258.5
J0610,"Injection, calcium gluconate, per 10 ml",2015,1942.0,20570.0
J0636,"Injection, calcitriol, 0. 1 mcg",2013,337.0,1962.0
J0636,"Injection, calcitriol, 0.1 mcg",2012,292.0,3142.0
J0636,"Injection, calcitriol, 0.1 mcg",2014,116.0,575.0
J0636,"Injection, calcitriol, 0.1 mcg",2015,70.0,532.0
J0640,"Injection, leucovorin calcium, per 50 mg",2012,8523.0,320351.8
J0640,"Injection, leucovorin calcium, per 50 mg",2013,8762.0,415316.0
J0640,"Injection, leucovorin calcium, per 50 mg",2014,8192.0,432281.4
J0640,"Injection, leucovorin calcium, per 50 mg",2015,7800.0,424614.4
J0641,"Injection, levoleucovorin calcium, 0. 5 mg",2013,4498.0,12819824.0
J0641,"Injection, levoleucovorin calcium, 0.5 mg",2012,5123.0,13876212.0
J0641,"Injection, levoleucovorin calcium, 0.5 mg",2014,5117.0,14098118.0
J0641,"Injection, levoleucovorin calcium, 0.5 mg",2015,4700.0,14182732.0
J0670,"Injection, mepivacaine hydrochloride, per 10 ml",2012,6485.0,14860.0
J0670,"Injection, mepivacaine hydrochloride, per 10 ml",2013,2796.0,7502.0
J0670,"Injection, mepivacaine hydrochloride, per 10 ml",2014,3144.0,8694.0
J0670,"Injection, mepivacaine hydrochloride, per 10 ml",2015,3203.0,7679.0
J0690,"Injection, cefazolin sodium, 500 mg",2012,30544.0,95405.0
J0690,"Injection, cefazolin sodium, 500 mg",2013,29750.0,93543.5
J0690,"Injection, cefazolin sodium, 500 mg",2014,22991.0,65079.1
J0690,"Injection, cefazolin sodium, 500 mg",2015,22886.0,85171.1
J0692,"Injection, cefepime hydrochloride, 500 mg",2012,1611.0,69866.0
J0692,"Injection, cefepime hydrochloride, 500 mg",2013,1369.0,60024.0
J0692,"Injection, cefepime hydrochloride, 500 mg",2014,1445.0,68838.0
J0692,"Injection, cefepime hydrochloride, 500 mg",2015,1823.0,97129.0
J0694,"Injection, cefoxitin sodium, 1 gm",2012,2030.0,5313.0
J0694,"Injection, cefoxitin sodium, 1 gm",2013,1921.0,7398.0
J0694,"Injection, cefoxitin sodium, 1 gm",2014,1774.0,6113.0
J0694,"Injection, cefoxitin sodium, 1 gm",2015,2055.0,5763.0
J0696,"Injection, ceftriaxone sodium, per 250 mg",2012,511464.0,3010156.3
J0696,"Injection, ceftriaxone sodium, per 250 mg",2013,528905.0,3122378.0
J0696,"Injection, ceftriaxone sodium, per 250 mg",2014,526741.0,3158515.7
J0696,"Injection, ceftriaxone sodium, per 250 mg",2015,566734.0,3353519.8
J0697,"Injection, sterile cefuroxime sodium, per 750 mg",2012,2157.0,5932.0
J0697,"Injection, sterile cefuroxime sodium, per 750 mg",2013,2044.0,5155.0
J0697,"Injection, sterile cefuroxime sodium, per 750 mg",2014,1853.0,5052.0
J0697,"Injection, sterile cefuroxime sodium, per 750 mg",2015,1924.0,5296.0
J0698,"Injection, cefotaxime sodium, per gm",2012,10321.0,19394.0
J0698,"Injection, cefotaxime sodium, per gm",2013,9108.0,17072.0
J0698,"Injection, cefotaxime sodium, per gm",2014,7649.0,14949.0
J0698,"Injection, cefotaxime sodium, per gm",2015,4855.0,9754.0
J0702,"Injection, betamethasone acetate 3mg and betamethasone sodium phosphate 3mg",2012,715076.0,2494817.3
J0702,"Injection, betamethasone acetate 3mg and betamethasone sodium phosphate 3mg",2013,739721.0,2529993.6
J0702,"Injection, betamethasone acetate 3mg and betamethasone sodium phosphate 3mg",2014,756647.0,2579743.3
J0702,"Injection, betamethasone acetate 3mg and betamethasone sodium phosphate 3mg",2015,790624.0,2709483.1
J0706,"Injection, caffeine citrate, 5mg",2014,29.0,43.0
J0712,"Injection, ceftaroline fosamil, 10 mg",2012,18.0,3060.0
J0712,"Injection, ceftaroline fosamil, 10 mg",2014,25.0,23100.0
J0712,"Injection, ceftaroline fosamil, 10 mg",2015,21.0,90360.0
J0713,"Injection, ceftazidime, per 500 mg",2012,733.0,24906.0
J0713,"Injection, ceftazidime, per 500 mg",2013,590.0,16436.0
J0713,"Injection, ceftazidime, per 500 mg",2014,610.0,14960.0
J0713,"Injection, ceftazidime, per 500 mg",2015,412.0,16368.0
J0715,"Injection, ceftizoxime sodium, per 500 mg",2012,28.0,31.0
J0717,"Injection, certolizumab pegol, 1 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",2014,3883.0,8821735.0
J0717,"Injection, certolizumab pegol, 1 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",2015,5919.0,13627314.0
J0718,"Injection, certolizumab pegol, 1 mg",2012,1156.0,2448796.0
J0718,"Injection, certolizumab pegol, 1 mg",2013,2467.0,5364709.0
J0720,"Injection, chloramphenicol sodium succinate, up to 1 gm",2012,50.0,66.0
J0720,"Injection, chloramphenicol sodium succinate, up to 1 gm",2013,62.0,104.0
J0720,"Injection, chloramphenicol sodium succinate, up to 1 gm",2014,119.0,222.0
J0720,"Injection, chloramphenicol sodium succinate, up to 1 gm",2015,232.0,488.0
J0725,"Injection, chorionic gonadotropin, per 1,000 usp units",2012,831.0,10129.0
J0725,"Injection, chorionic gonadotropin, per 1,000 usp units",2013,866.0,13663.0
J0725,"Injection, chorionic gonadotropin, per 1,000 usp units",2014,738.0,12492.0
J0725,"Injection, chorionic gonadotropin, per 1,000 usp units",2015,533.0,7621.0
J0735,"Injection, clonidine hydrochloride, 1 mg",2012,3362.0,47153.2
J0735,"Injection, clonidine hydrochloride, 1 mg",2013,2692.0,25640.6
J0735,"Injection, clonidine hydrochloride, 1 mg",2014,2908.0,26462.8
J0735,"Injection, clonidine hydrochloride, 1 mg",2015,2947.0,14106.1
J0740,"Injection, cidofovir, 375 mg",2012,139.0,322.0
J0740,"Injection, cidofovir, 375 mg",2013,94.0,282.0
J0740,"Injection, cidofovir, 375 mg",2014,36.0,234.0
J0740,"Injection, cidofovir, 375 mg",2015,21.0,227.0
J0743,"Injection, cilastatin sodium; imipenem, per 250 mg",2012,110.0,6047.0
J0743,"Injection, cilastatin sodium; imipenem, per 250 mg",2013,102.0,6005.0
J0743,"Injection, cilastatin sodium; imipenem, per 250 mg",2014,39.0,3781.0
J0743,"Injection, cilastatin sodium; imipenem, per 250 mg",2015,50.0,2364.0
J0744,"Injection, ciprofloxacin for intravenous infusion, 200 mg",2012,237.0,3139.5
J0744,"Injection, ciprofloxacin for intravenous infusion, 200 mg",2013,209.0,3441.0
J0744,"Injection, ciprofloxacin for intravenous infusion, 200 mg",2014,446.0,4287.0
J0744,"Injection, ciprofloxacin for intravenous infusion, 200 mg",2015,419.0,2761.0
J0745,"Injection, codeine phosphate, per 30 mg",2012,17.0,20.0
J0760,"Injection, colchicine, per 1mg",2012,17.0,87.0
J0770,"Injection, colistimethate sodium, up to 150 mg",2012,191.0,1272.0
J0770,"Injection, colistimethate sodium, up to 150 mg",2013,232.0,1400.0
J0770,"Injection, colistimethate sodium, up to 150 mg",2014,25.0,94.0
J0775,"Injection, collagenase, clostridium histolyticum, 0. 01 mg",2013,1476.0,153884.0
J0775,"Injection, collagenase, clostridium histolyticum, 0.01 mg",2012,1134.0,125715.0
J0775,"Injection, collagenase, clostridium histolyticum, 0.01 mg",2014,1638.0,188133.0
J0775,"Injection, collagenase, clostridium histolyticum, 0.01 mg",2015,1641.0,208701.0
J0780,"Injection, prochlorperazine, up to 10 mg",2012,977.0,2621.0
J0780,"Injection, prochlorperazine, up to 10 mg",2013,1162.0,2721.0
J0780,"Injection, prochlorperazine, up to 10 mg",2014,1267.0,3050.0
J0780,"Injection, prochlorperazine, up to 10 mg",2015,950.0,1713.0
J0795,"Injection, corticorelin ovine triflutate, 1 microgram",2012,38.0,45.0
J0800,"Injection, corticotropin, up to 40 units",2012,197.0,372.0
J0800,"Injection, corticotropin, up to 40 units",2013,168.0,326.0
J0800,"Injection, corticotropin, up to 40 units",2014,31.0,90.0
J0800,"Injection, corticotropin, up to 40 units",2015,15.0,28.0
J0833,"Injection, cosyntropin, not otherwise specified, 0. 25 mg",2013,154.0,172.0
J0833,"Injection, cosyntropin, not otherwise specified, 0.25 mg",2012,27.0,27.0
J0833,"Injection, cosyntropin, not otherwise specified, 0.25 mg",2014,104.0,118.0
J0833,"Injection, cosyntropin, not otherwise specified, 0.25 mg",2015,104.0,108.0
J0834,"Injection, cosyntropin (cortrosyn), 0. 25 mg",2013,1030.0,1425.0
J0834,"Injection, cosyntropin (cortrosyn), 0.25 mg",2012,1213.0,1813.0
J0834,"Injection, cosyntropin (cortrosyn), 0.25 mg",2014,869.0,1260.0
J0834,"Injection, cosyntropin (cortrosyn), 0.25 mg",2015,808.0,1213.0
J0878,"Injection, daptomycin, 1 mg",2012,7686.0,34655377.0
J0878,"Injection, daptomycin, 1 mg",2013,7365.0,32264405.9
J0878,"Injection, daptomycin, 1 mg",2014,7285.0,34250727.0
J0878,"Injection, daptomycin, 1 mg",2015,7342.0,34406625.1
J0881,"Injection, darbepoetin alfa, 1 microgram (non-esrd use)",2012,73535.0,59632532.0
J0881,"Injection, darbepoetin alfa, 1 microgram (non-esrd use)",2013,56468.0,45698604.8
J0881,"Injection, darbepoetin alfa, 1 microgram (non-esrd use)",2014,48746.0,40810215.5
J0881,"Injection, darbepoetin alfa, 1 microgram (non-esrd use)",2015,42880.0,37228549.9
J0882,"Injection, darbepoetin alfa, 1 microgram (for esrd on dialysis)",2013,75.0,51121.0
J0882,"Injection, darbepoetin alfa, 1 microgram (for esrd on dialysis)",2014,30.0,15940.0
J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",2012,119017.0,21045774.9
J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",2013,107109.0,19652328.2
J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",2014,94851.0,17449649.8
J0885,"Injection, epoetin alfa, (for non-esrd use), 1000 units",2015,83942.0,15262767.1
J0886,"Injection, epoetin alfa, 1000 units (for esrd on dialysis)",2012,32.0,4042.0
J0886,"Injection, epoetin alfa, 1000 units (for esrd on dialysis)",2013,63.0,19164.0
J0886,"Injection, epoetin alfa, 1000 units (for esrd on dialysis)",2014,36.0,4890.0
J0886,"Injection, epoetin alfa, 1000 units (for esrd on dialysis)",2015,34.0,2561.0
J0894,"Injection, decitabine, 1 mg",2012,80.0,20680.0
J0894,"Injection, decitabine, 1 mg",2013,333.0,94624.0
J0894,"Injection, decitabine, 1 mg",2014,463.0,88000.0
J0894,"Injection, decitabine, 1 mg",2015,408.0,105289.0
J0895,"Injection, deferoxamine mesylate, 500 mg",2012,73.0,1767.0
J0895,"Injection, deferoxamine mesylate, 500 mg",2013,99.0,2493.0
J0895,"Injection, deferoxamine mesylate, 500 mg",2014,66.0,1644.0
J0895,"Injection, deferoxamine mesylate, 500 mg",2015,44.0,1150.0
J0897,"Injection, denosumab, 1 mg",2012,90193.0,15579114.6
J0897,"Injection, denosumab, 1 mg",2013,135951.0,20721527.0
J0897,"Injection, denosumab, 1 mg",2014,183123.0,25917698.6
J0897,"Injection, denosumab, 1 mg",2015,226209.0,30823205.1
J0900,"Injection, testosterone enanthate and estradiol valerate, up to 1 cc",2012,38.0,129.0
J0900,"Injection, testosterone enanthate and estradiol valerate, up to 1 cc",2013,26.0,97.0
J0945,"Injection, brompheniramine maleate, per 10 mg",2012,11569.0,16515.5
J0945,"Injection, brompheniramine maleate, per 10 mg",2013,8199.0,11182.0
J0945,"Injection, brompheniramine maleate, per 10 mg",2014,8012.0,11398.0
J0945,"Injection, brompheniramine maleate, per 10 mg",2015,6138.0,8483.0
J1000,"Injection, depo-estradiol cypionate, up to 5 mg",2012,1900.0,8451.0
J1000,"Injection, depo-estradiol cypionate, up to 5 mg",2013,1840.0,8013.0
J1000,"Injection, depo-estradiol cypionate, up to 5 mg",2014,1573.0,7077.0
J1000,"Injection, depo-estradiol cypionate, up to 5 mg",2015,1219.0,5609.0
J1020,"Injection, methylprednisolone acetate, 20 mg",2012,151905.0,380380.7
J1020,"Injection, methylprednisolone acetate, 20 mg",2013,146740.0,367512.7
J1020,"Injection, methylprednisolone acetate, 20 mg",2014,142496.0,357072.7
J1020,"Injection, methylprednisolone acetate, 20 mg",2015,136229.0,337614.0
J1030,"Injection, methylprednisolone acetate, 40 mg",2012,1136225.0,2372031.8
J1030,"Injection, methylprednisolone acetate, 40 mg",2013,1168394.0,2447143.5
J1030,"Injection, methylprednisolone acetate, 40 mg",2014,1216769.0,2559359.6
J1030,"Injection, methylprednisolone acetate, 40 mg",2015,1262925.0,2671970.5
J1040,"Injection, methylprednisolone acetate, 80 mg",2012,944012.0,1669342.0
J1040,"Injection, methylprednisolone acetate, 80 mg",2013,951245.0,1670789.9
J1040,"Injection, methylprednisolone acetate, 80 mg",2014,951406.0,1655497.0
J1040,"Injection, methylprednisolone acetate, 80 mg",2015,969770.0,1683189.8
