HCPCS_CODE,HCPCS_DESCRIPTION,YEAR,NUMBER_OF_SUPPLIER_BENEFICIARIES,NUMBER_OF_SUPPLIER_CLAIMS
L3671,"Shoulder orthosis, shoulder joint design, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2015,81.0,82.0
L3675,"Shoulder orthosis, vest type abduction restrainer, canvas webbing type or equal, prefabricated, includes fitting and adjustment",2013,1046.0,1072.0
L3675,"Shoulder orthosis, vest type abduction restrainer, canvas webbing type or equal, prefabricated, off-the-shelf",2014,810.0,820.0
L3675,"Shoulder orthosis, vest type abduction restrainer, canvas webbing type or equal, prefabricated, off-the-shelf",2015,878.0,907.0
L3677,"Shoulder orthosis, shoulder joint design, without joints, may include soft interface, straps, prefabricated, includes fitting and adjustment",2013,41.0,41.0
L3702,"Elbow orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2013,141.0,147.0
L3702,"Elbow orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2014,140.0,147.0
L3702,"Elbow orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2015,89.0,94.0
L3710,"Elbow orthosis, elastic with metal joints, prefabricated, includes fitting and adjustment",2013,140.0,174.0
L3710,"Elbow orthosis, elastic with metal joints, prefabricated, off-the-shelf",2014,219.0,230.0
L3710,"Elbow orthosis, elastic with metal joints, prefabricated, off-the-shelf",2015,243.0,248.0
L3730,"Elbow orthosis, double upright with forearm/arm cuffs, extension/ flexion assist, custom-fabricated",2013,19.0,19.0
L3730,"Elbow orthosis, double upright with forearm/arm cuffs, extension/ flexion assist, custom-fabricated",2014,0.0,11.0
L3740,"Elbow orthosis, double upright with forearm/arm cuffs, adjustable position lock with active control, custom-fabricated",2015,41.0,41.0
L3760,"Elbow orthosis, with adjustable position locking joint(s), prefabricated, includes fitting and adjustments, any type",2013,515.0,580.0
L3760,"Elbow orthosis, with adjustable position locking joint(s), prefabricated, includes fitting and adjustments, any type",2014,528.0,605.0
L3760,"Elbow orthosis, with adjustable position locking joint(s), prefabricated, includes fitting and adjustments, any type",2015,629.0,664.0
L3762,"Elbow orthosis, rigid, without joints, includes soft interface material, prefabricated, includes fitting and adjustment",2013,400.0,418.0
L3762,"Elbow orthosis, rigid, without joints, includes soft interface material, prefabricated, off-the-shelf",2014,291.0,305.0
L3762,"Elbow orthosis, rigid, without joints, includes soft interface material, prefabricated, off-the-shelf",2015,333.0,351.0
L3763,"Elbow wrist hand orthosis, rigid, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2013,184.0,221.0
L3763,"Elbow wrist hand orthosis, rigid, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2014,222.0,246.0
L3763,"Elbow wrist hand orthosis, rigid, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2015,284.0,305.0
L3764,"Elbow wrist hand orthosis, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2013,20.0,21.0
L3764,"Elbow wrist hand orthosis, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2014,13.0,13.0
L3764,"Elbow wrist hand orthosis, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2015,11.0,11.0
L3765,"Elbow wrist hand finger orthosis, rigid, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2014,20.0,20.0
L3806,"Wrist hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, custom fabricated, includes fitting and adjustment",2013,159.0,168.0
L3806,"Wrist hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, custom fabricated, includes fitting and adjustment",2014,119.0,124.0
L3806,"Wrist hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, custom fabricated, includes fitting and adjustment",2015,81.0,99.0
L3807,"Wrist hand finger orthosis, without joint(s), prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",2014,11354.0,12366.0
L3807,"Wrist hand finger orthosis, without joint(s), prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",2015,9247.0,10006.0
L3807,"Wrist hand finger orthosis, without joint(s), prefabricated, includes fitting and adjustments, any type",2013,15408.0,16728.0
L3808,"Wrist hand finger orthosis, rigid without joints, may include soft interface material; straps, custom fabricated, includes fitting and adjustment",2013,9297.0,10006.0
L3808,"Wrist hand finger orthosis, rigid without joints, may include soft interface material; straps, custom fabricated, includes fitting and adjustment",2014,8789.0,9417.0
L3808,"Wrist hand finger orthosis, rigid without joints, may include soft interface material; straps, custom fabricated, includes fitting and adjustment",2015,9340.0,9930.0
L3809,"Wrist hand finger orthosis, without joint(s), prefabricated, off-the-shelf, any type",2014,2665.0,2808.0
L3809,"Wrist hand finger orthosis, without joint(s), prefabricated, off-the-shelf, any type",2015,5794.0,6137.0
L3900,"Wrist hand finger orthosis, dynamic flexor hinge, reciprocal wrist extension/ flexion, finger flexion/extension, wrist or finger driven, custom-fabricated",2015,101.0,102.0
L3901,"Wrist hand finger orthosis, dynamic flexor hinge, reciprocal wrist extension/ flexion, finger flexion/extension, cable driven, custom-fabricated",2015,0.0,11.0
L3905,"Wrist hand orthosis, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2013,11.0,12.0
L3905,"Wrist hand orthosis, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2014,20.0,32.0
L3905,"Wrist hand orthosis, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2015,20.0,20.0
L3906,"Wrist hand orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2013,5179.0,5456.0
L3906,"Wrist hand orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2014,5765.0,6116.0
L3906,"Wrist hand orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2015,6196.0,6512.0
L3908,"Wrist hand orthosis, wrist extension control cock-up, non molded, prefabricated, includes fitting and adjustment",2013,98519.0,105384.0
L3908,"Wrist hand orthosis, wrist extension control cock-up, non molded, prefabricated, off-the-shelf",2014,100671.0,107058.0
L3908,"Wrist hand orthosis, wrist extension control cock-up, non molded, prefabricated, off-the-shelf",2015,103713.0,110101.0
L3912,"Hand finger orthosis (hfo), flexion glove with elastic finger control, prefabricated, off-the-shelf",2014,110.0,150.0
L3912,"Hand finger orthosis (hfo), flexion glove with elastic finger control, prefabricated, off-the-shelf",2015,137.0,165.0
L3912,"Hand finger orthosis, flexion glove with elastic finger control, prefabricated, includes fitting and adjustment",2013,212.0,239.0
L3913,"Hand finger orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2013,7525.0,8148.0
L3913,"Hand finger orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2014,7890.0,8579.0
L3913,"Hand finger orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2015,8678.0,9403.0
L3915,"Wrist hand orthosis, includes one or more nontorsion joint(s), elastic bands, turnbuckles, may include soft interface, straps, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an indivi",2014,0.0,12.0
L3915,"Wrist hand orthosis, includes one or more nontorsion joint(s), elastic bands, turnbuckles, may include soft interface, straps, prefabricated, includes fitting and adjustment",2013,70.0,76.0
L3916,"Wrist hand orthosis, includes one or more nontorsion joint(s), elastic bands, turnbuckles, may include soft interface, straps, prefabricated, off-the-shelf",2015,397.0,398.0
L3917,"Hand orthosis, metacarpal fracture orthosis, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",2014,77.0,79.0
L3917,"Hand orthosis, metacarpal fracture orthosis, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",2015,116.0,130.0
L3917,"Hand orthosis, metacarpal fracture orthosis, prefabricated, includes fitting and adjustment",2013,111.0,125.0
L3918,"Hand orthosis, metacarpal fracture orthosis, prefabricated, off-the-shelf",2015,49.0,50.0
L3919,"Hand orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2013,663.0,734.0
L3919,"Hand orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2014,754.0,810.0
L3919,"Hand orthosis, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2015,729.0,837.0
L3921,"Hand finger orthosis, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2013,71.0,78.0
L3921,"Hand finger orthosis, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2014,59.0,62.0
L3921,"Hand finger orthosis, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2015,66.0,93.0
L3923,"Hand finger orthosis, without joints, may include soft interface, straps, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",2014,9355.0,10083.0
L3923,"Hand finger orthosis, without joints, may include soft interface, straps, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",2015,8038.0,8634.0
L3923,"Hand finger orthosis, without joints, may include soft interface, straps, prefabricated, includes fitting and adjustment",2013,11149.0,11980.0
L3924,"Hand finger orthosis, without joints, may include soft interface, straps, prefabricated, off-the-shelf",2014,2508.0,2633.0
L3924,"Hand finger orthosis, without joints, may include soft interface, straps, prefabricated, off-the-shelf",2015,5533.0,5937.0
L3925,"Finger orthosis, proximal interphalangeal (pip)/distal interphalangeal (dip), non torsion joint/spring, extension/flexion, may include soft interface material, prefabricated, includes fitting and adjustment",2013,600.0,716.0
L3925,"Finger orthosis, proximal interphalangeal (pip)/distal interphalangeal (dip), non torsion joint/spring, extension/flexion, may include soft interface material, prefabricated, off-the-shelf",2014,496.0,648.0
L3925,"Finger orthosis, proximal interphalangeal (pip)/distal interphalangeal (dip), non torsion joint/spring, extension/flexion, may include soft interface material, prefabricated, off-the-shelf",2015,549.0,673.0
L3927,"Finger orthosis, proximal interphalangeal (pip)/distal interphalangeal (dip), without joint/spring, extension/flexion (e. G. Static or ring type), may include soft interface material, prefabricated, includes fitting and adjustment",2013,245.0,334.0
L3927,"Finger orthosis, proximal interphalangeal (pip)/distal interphalangeal (dip), without joint/spring, extension/flexion (e.g. static or ring type), may include soft interface material, prefabricated, off-the-shelf",2014,425.0,484.0
L3927,"Finger orthosis, proximal interphalangeal (pip)/distal interphalangeal (dip), without joint/spring, extension/flexion (e.g. static or ring type), may include soft interface material, prefabricated, off-the-shelf",2015,514.0,572.0
L3929,"Hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific pa",2014,410.0,455.0
L3929,"Hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific pa",2015,348.0,400.0
L3929,"Hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, prefabricated, includes fitting and adjustment",2013,411.0,509.0
L3930,"Hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, prefabricated, off-the-shelf",2015,12.0,12.0
L3931,"Wrist hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, prefabricated, includes fitting and adjustment",2013,599.0,634.0
L3931,"Wrist hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, prefabricated, includes fitting and adjustment",2014,464.0,487.0
L3931,"Wrist hand finger orthosis, includes one or more nontorsion joint(s), turnbuckles, elastic bands/springs, may include soft interface material, straps, prefabricated, includes fitting and adjustment",2015,444.0,495.0
L3933,"Finger orthosis, without joints, may include soft interface, custom fabricated, includes fitting and adjustment",2013,2985.0,3817.0
L3933,"Finger orthosis, without joints, may include soft interface, custom fabricated, includes fitting and adjustment",2014,3060.0,3842.0
L3933,"Finger orthosis, without joints, may include soft interface, custom fabricated, includes fitting and adjustment",2015,3503.0,4335.0
L3935,"Finger orthosis, nontorsion joint, may include soft interface, custom fabricated, includes fitting and adjustment",2013,86.0,128.0
L3935,"Finger orthosis, nontorsion joint, may include soft interface, custom fabricated, includes fitting and adjustment",2014,102.0,145.0
L3935,"Finger orthosis, nontorsion joint, may include soft interface, custom fabricated, includes fitting and adjustment",2015,114.0,148.0
L3960,"Shoulder elbow wrist hand orthosis, abduction positioning, airplane design, prefabricated, includes fitting and adjustment",2013,2385.0,2417.0
L3960,"Shoulder elbow wrist hand orthosis, abduction positioning, airplane design, prefabricated, includes fitting and adjustment",2014,3135.0,3211.0
L3960,"Shoulder elbow wrist hand orthosis, abduction positioning, airplane design, prefabricated, includes fitting and adjustment",2015,4613.0,4713.0
L3962,"Shoulder elbow wrist hand orthosis, abduction positioning, erbs palsey design, prefabricated, includes fitting and adjustment",2013,69.0,69.0
L3962,"Shoulder elbow wrist hand orthosis, abduction positioning, erbs palsey design, prefabricated, includes fitting and adjustment",2014,110.0,112.0
L3962,"Shoulder elbow wrist hand orthosis, abduction positioning, erbs palsey design, prefabricated, includes fitting and adjustment",2015,55.0,56.0
L3976,"Shoulder elbow wrist hand finger orthosis, abduction positioning (airplane design), thoracic component and support bar, without joints, may include soft interface, straps, custom fabricated, includes fitting and adjustment",2013,12.0,23.0
L3980,"Upper extremity fracture orthosis, humeral, prefabricated, includes fitting and adjustment",2013,37.0,37.0
L3980,"Upper extremity fracture orthosis, humeral, prefabricated, includes fitting and adjustment",2014,55.0,56.0
L3980,"Upper extremity fracture orthosis, humeral, prefabricated, includes fitting and adjustment",2015,26.0,26.0
L3982,"Upper extremity fracture orthosis, radius/ulnar, prefabricated, includes fitting and adjustment",2013,502.0,538.0
L3982,"Upper extremity fracture orthosis, radius/ulnar, prefabricated, includes fitting and adjustment",2014,518.0,535.0
L3982,"Upper extremity fracture orthosis, radius/ulnar, prefabricated, includes fitting and adjustment",2015,624.0,632.0
L3984,"Upper extremity fracture orthosis, wrist, prefabricated, includes fitting and adjustment",2013,760.0,775.0
L3984,"Upper extremity fracture orthosis, wrist, prefabricated, includes fitting and adjustment",2014,1009.0,1073.0
L3984,"Upper extremity fracture orthosis, wrist, prefabricated, includes fitting and adjustment",2015,1568.0,1673.0
L3995,"Addition to upper extremity orthosis, sock, fracture or equal, each",2013,399.0,451.0
L3995,"Addition to upper extremity orthosis, sock, fracture or equal, each",2014,409.0,503.0
L3995,"Addition to upper extremity orthosis, sock, fracture or equal, each",2015,579.0,674.0
L4002,"Replacement strap, any orthosis, includes all components, any length, any type",2013,122.0,173.0
L4002,"Replacement strap, any orthosis, includes all components, any length, any type",2014,116.0,171.0
L4002,"Replacement strap, any orthosis, includes all components, any length, any type",2015,152.0,187.0
L4110,"Replace leather cuff kafo-afo, calf or distal thigh",2015,14.0,14.0
L4205,"Repair of orthotic device, labor component, per 15 minutes",2013,531.0,858.0
L4205,"Repair of orthotic device, labor component, per 15 minutes",2014,573.0,917.0
L4205,"Repair of orthotic device, labor component, per 15 minutes",2015,442.0,658.0
L4210,"Repair of orthotic device, repair or replace minor parts",2013,186.0,247.0
L4210,"Repair of orthotic device, repair or replace minor parts",2014,113.0,202.0
L4210,"Repair of orthotic device, repair or replace minor parts",2015,108.0,153.0
L4350,"Ankle control orthosis, stirrup style, rigid, includes any type interface (e. G. , pneumatic, gel),  prefabricated, includes fitting and adjustment",2013,4899.0,5150.0
L4350,"Ankle control orthosis, stirrup style, rigid, includes any type interface (e.g., pneumatic, gel),  prefabricated, off-the-shelf",2014,4882.0,5210.0
L4350,"Ankle control orthosis, stirrup style, rigid, includes any type interface (e.g., pneumatic, gel),  prefabricated, off-the-shelf",2015,4905.0,5231.0
L4360,"Walking boot, pneumatic and/or vacuum, with or without joints, with or without interface material, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",2014,63862.0,65864.0
L4360,"Walking boot, pneumatic and/or vacuum, with or without joints, with or without interface material, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",2015,47623.0,49144.0
L4360,"Walking boot, pneumatic and/or vacuum, with or without joints, with or without interface material, prefabricated, includes fitting and adjustment",2013,79983.0,82345.0
L4361,"Walking boot, pneumatic and/or vacuum, with or without joints, with or without interface material, prefabricated, off-the-shelf",2014,16829.0,17306.0
L4361,"Walking boot, pneumatic and/or vacuum, with or without joints, with or without interface material, prefabricated, off-the-shelf",2015,43175.0,44338.0
L4370,"Pneumatic full leg splint, prefabricated, includes fitting and adjustment",2013,127.0,130.0
L4370,"Pneumatic full leg splint, prefabricated, off-the-shelf",2014,113.0,117.0
L4370,"Pneumatic full leg splint, prefabricated, off-the-shelf",2015,59.0,73.0
L4386,"Walking boot, non-pneumatic, with or without joints, with or without interface material, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",2014,14224.0,14694.0
L4386,"Walking boot, non-pneumatic, with or without joints, with or without interface material, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise",2015,10545.0,10883.0
L4386,"Walking boot, non-pneumatic, with or without joints, with or without interface material, prefabricated, includes fitting and adjustment",2013,17883.0,18471.0
L4387,"Walking boot, non-pneumatic, with or without joints, with or without interface material, prefabricated, off-the-shelf",2014,1932.0,1995.0
L4387,"Walking boot, non-pneumatic, with or without joints, with or without interface material, prefabricated, off-the-shelf",2015,5800.0,5986.0
L4396,"Static or dynamic ankle foot orthosis, including soft interface material, adjustable for fit, for  positioning, may be used for minimal ambulation, prefabricated, includes fitting and adjustment",2013,19049.0,19511.0
L4396,"Static or dynamic ankle foot orthosis, including soft interface material, adjustable for fit, for positioning, may be used for minimal ambulation, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific",2014,18738.0,19165.0
L4396,"Static or dynamic ankle foot orthosis, including soft interface material, adjustable for fit, for positioning, may be used for minimal ambulation, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific",2015,15037.0,15426.0
L4397,"Static or dynamic ankle foot orthosis, including soft interface material, adjustable for fit, for positioning, may be used for minimal ambulation, prefabricated, off-the-shelf",2014,1451.0,1466.0
L4397,"Static or dynamic ankle foot orthosis, including soft interface material, adjustable for fit, for positioning, may be used for minimal ambulation, prefabricated, off-the-shelf",2015,5142.0,5207.0
L4398,"Foot drop splint, recumbent positioning device, prefabricated, includes fitting and adjustment",2013,77.0,78.0
L4398,"Foot drop splint, recumbent positioning device, prefabricated, off-the-shelf",2014,46.0,46.0
L4398,"Foot drop splint, recumbent positioning device, prefabricated, off-the-shelf",2015,68.0,69.0
L4631,"Ankle foot orthosis, walking boot type, varus/valgus correction, rocker bottom, anterior tibial shell, soft interface, custom arch support, plastic or other material, includes straps and closures, custom fabricated",2014,12.0,14.0
L5000,"Partial foot, shoe insert with longitudinal arch, toe filler",2013,205.0,222.0
L5000,"Partial foot, shoe insert with longitudinal arch, toe filler",2014,149.0,186.0
L5000,"Partial foot, shoe insert with longitudinal arch, toe filler",2015,261.0,301.0
L5301,"Below knee, molded socket, shin, sach foot, endoskeletal system",2013,577.0,634.0
L5301,"Below knee, molded socket, shin, sach foot, endoskeletal system",2014,819.0,863.0
L5301,"Below knee, molded socket, shin, sach foot, endoskeletal system",2015,1005.0,1067.0
L5321,"Above knee, molded socket, open end, sach foot, endoskeletal system, single axis knee",2013,27.0,27.0
L5321,"Above knee, molded socket, open end, sach foot, endoskeletal system, single axis knee",2014,38.0,38.0
L5321,"Above knee, molded socket, open end, sach foot, endoskeletal system, single axis knee",2015,101.0,106.0
L5410,"Immediate post surgical or early fitting, application of initial rigid dressing, including fitting, alignment and suspension, below knee, each additional cast change and realignment",2013,0.0,12.0
L5410,"Immediate post surgical or early fitting, application of initial rigid dressing, including fitting, alignment and suspension, below knee, each additional cast change and realignment",2014,20.0,23.0
L5450,"Immediate post surgical or early fitting, application of non-weight bearing rigid dressing, below knee",2014,21.0,33.0
L5450,"Immediate post surgical or early fitting, application of non-weight bearing rigid dressing, below knee",2015,0.0,16.0
L5530,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no cover, sach foot, thermoplastic or equal, molded to model",2015,15.0,15.0
L5540,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no cover, sach foot, laminated socket, molded to model",2013,39.0,39.0
L5540,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no cover, sach foot, laminated socket, molded to model",2014,103.0,105.0
L5540,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no cover, sach foot, laminated socket, molded to model",2015,72.0,73.0
L5611,"Addition to lower extremity, endoskeletal system, above knee - knee disarticulation, 4 bar linkage, with friction swing phase control",2015,25.0,27.0
L5620,"Addition to lower extremity, test socket, below knee",2013,1869.0,2473.0
L5620,"Addition to lower extremity, test socket, below knee",2014,2404.0,3218.0
L5620,"Addition to lower extremity, test socket, below knee",2015,2983.0,3804.0
L5624,"Addition to lower extremity, test socket, above knee",2013,210.0,381.0
L5624,"Addition to lower extremity, test socket, above knee",2014,315.0,426.0
L5624,"Addition to lower extremity, test socket, above knee",2015,365.0,467.0
L5629,"Addition to lower extremity, below knee, acrylic socket",2013,1348.0,1665.0
L5629,"Addition to lower extremity, below knee, acrylic socket",2014,1842.0,2344.0
L5629,"Addition to lower extremity, below knee, acrylic socket",2015,2199.0,2634.0
L5631,"Addition to lower extremity, above knee or knee disarticulation, acrylic socket",2013,124.0,211.0
L5631,"Addition to lower extremity, above knee or knee disarticulation, acrylic socket",2014,214.0,310.0
L5631,"Addition to lower extremity, above knee or knee disarticulation, acrylic socket",2015,318.0,360.0
L5632,"Addition to lower extremity, symes type,  'ptb' brim design socket",2014,14.0,15.0
L5637,"Addition to lower extremity, below knee, total contact",2013,2068.0,2724.0
L5637,"Addition to lower extremity, below knee, total contact",2014,2631.0,3423.0
L5637,"Addition to lower extremity, below knee, total contact",2015,3131.0,3842.0
L5645,"Addition  to lower extremity, below knee, flexible inner socket, external frame",2013,380.0,525.0
L5645,"Addition  to lower extremity, below knee, flexible inner socket, external frame",2014,591.0,799.0
L5645,"Addition  to lower extremity, below knee, flexible inner socket, external frame",2015,831.0,1034.0
L5647,"Addition  to lower extremity, below knee suction socket",2013,151.0,193.0
L5647,"Addition  to lower extremity, below knee suction socket",2014,200.0,239.0
L5647,"Addition  to lower extremity, below knee suction socket",2015,191.0,231.0
L5648,"Addition  to lower extremity, above knee, air, fluid, gel or equal,  cushion socket",2015,52.0,63.0
L5649,"Addition  to lower extremity, ischial containment/narrow m-l socket",2013,214.0,313.0
L5649,"Addition  to lower extremity, ischial containment/narrow m-l socket",2014,288.0,361.0
L5649,"Addition  to lower extremity, ischial containment/narrow m-l socket",2015,409.0,492.0
L5650,"Additions to lower extremity, total contact, above knee or knee disarticulation socket",2013,263.0,387.0
L5650,"Additions to lower extremity, total contact, above knee or knee disarticulation socket",2014,329.0,411.0
L5650,"Additions to lower extremity, total contact, above knee or knee disarticulation socket",2015,419.0,517.0
L5651,"Addition  to lower extremity, above knee, flexible inner socket, external frame",2013,177.0,333.0
L5651,"Addition  to lower extremity, above knee, flexible inner socket, external frame",2014,253.0,322.0
L5651,"Addition  to lower extremity, above knee, flexible inner socket, external frame",2015,363.0,457.0
L5652,"Addition  to lower extremity, suction suspension, above knee or knee disarticulation socket",2013,27.0,32.0
L5652,"Addition  to lower extremity, suction suspension, above knee or knee disarticulation socket",2014,36.0,42.0
L5652,"Addition  to lower extremity, suction suspension, above knee or knee disarticulation socket",2015,45.0,47.0
L5655,"Addition  to lower extremity, socket insert, below knee (kemblo, pelite, aliplast, plastazote or equal)",2013,100.0,122.0
L5655,"Addition  to lower extremity, socket insert, below knee (kemblo, pelite, aliplast, plastazote or equal)",2014,114.0,134.0
L5655,"Addition  to lower extremity, socket insert, below knee (kemblo, pelite, aliplast, plastazote or equal)",2015,122.0,139.0
L5668,"Addition  to lower extremity, below knee, molded distal cushion",2013,152.0,199.0
L5668,"Addition  to lower extremity, below knee, molded distal cushion",2014,245.0,291.0
L5668,"Addition  to lower extremity, below knee, molded distal cushion",2015,256.0,316.0
L5670,"Addition  to lower extremity, below knee, molded supracondylar suspension ('pts' or similar)",2013,11.0,22.0
L5670,"Addition  to lower extremity, below knee, molded supracondylar suspension ('pts' or similar)",2014,65.0,71.0
L5670,"Addition  to lower extremity, below knee, molded supracondylar suspension ('pts' or similar)",2015,107.0,128.0
L5671,"Addition to lower extremity, below knee / above knee suspension locking mechanism (shuttle, lanyard or equal), excludes socket insert",2013,1654.0,2193.0
L5671,"Addition to lower extremity, below knee / above knee suspension locking mechanism (shuttle, lanyard or equal), excludes socket insert",2014,2078.0,2718.0
L5671,"Addition to lower extremity, below knee / above knee suspension locking mechanism (shuttle, lanyard or equal), excludes socket insert",2015,2557.0,3095.0
L5673,"Addition to lower extremity, below knee/above knee, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, for use with locking mechanism",2013,2284.0,3114.0
L5673,"Addition to lower extremity, below knee/above knee, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, for use with locking mechanism",2014,2841.0,3841.0
L5673,"Addition to lower extremity, below knee/above knee, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, for use with locking mechanism",2015,3348.0,4369.0
L5679,"Addition to lower extremity, below knee/above knee, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, not for use with locking mechanism",2013,830.0,1166.0
L5679,"Addition to lower extremity, below knee/above knee, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, not for use with locking mechanism",2014,931.0,1375.0
L5679,"Addition to lower extremity, below knee/above knee, custom fabricated from existing mold or prefabricated, socket insert, silicone gel, elastomeric or equal, not for use with locking mechanism",2015,1307.0,1706.0
L5683,"Addition to lower extremity, below knee/above knee, custom fabricated socket insert for other than congenital or atypical traumatic amputee, silicone gel, elastomeric or equal, for use with or without locking mechanism, initial only (for other than initial",2013,56.0,59.0
L5683,"Addition to lower extremity, below knee/above knee, custom fabricated socket insert for other than congenital or atypical traumatic amputee, silicone gel, elastomeric or equal, for use with or without locking mechanism, initial only (for other than initial",2014,55.0,70.0
L5683,"Addition to lower extremity, below knee/above knee, custom fabricated socket insert for other than congenital or atypical traumatic amputee, silicone gel, elastomeric or equal, for use with or without locking mechanism, initial only (for other than initial",2015,42.0,60.0
L5684,"Addition  to lower extremity, below knee, fork strap",2015,12.0,13.0
L5685,"Addition to lower extremity prosthesis, below knee, suspension/sealing sleeve, with or without valve, any material, each",2013,810.0,1474.0
L5685,"Addition to lower extremity prosthesis, below knee, suspension/sealing sleeve, with or without valve, any material, each",2014,891.0,1494.0
L5685,"Addition to lower extremity prosthesis, below knee, suspension/sealing sleeve, with or without valve, any material, each",2015,1214.0,1831.0
L5688,"Addition  to lower extremity, below knee, waist belt, webbing",2015,12.0,13.0
L5694,"Addition  to lower extremity, above knee, pelvic control belt, padded and lined",2015,27.0,30.0
L5695,"Addition to lower extremity, above knee, pelvic control, sleeve suspension, neoprene or equal, each",2014,12.0,17.0
